0.000000 -1.333333 -1.333333 0.361194
0.001000 1.333333 1.333333 0.208349
0.002000 1.333333 1.333333 -0.011456
0.003000 1.333333 1.333333 -0.190663
0.004000 1.333333 1.333333 -0.192833
0.005000 1.333333 1.333333 -0.287495
0.006000 1.333333 1.333333 -0.214826
0.007000 1.333333 1.333333 -0.168005
0.008000 1.333333 1.333333 -0.246703
0.009000 1.333333 1.333333 -0.224837
0.010000 1.333333 1.333333 -0.226005
0.011000 1.333333 1.333333 -0.229934
0.012000 -1.274269 -1.333333 -0.121370
0.013000 -1.333333 -1.333333 0.089346
0.014000 -1.333333 -1.333333 0.257955
0.015000 -1.333333 -1.333333 0.394500
0.016000 -1.333333 -1.333333 0.530551
0.017000 -1.333333 -1.333333 0.599837
0.018000 -1.333333 -1.333333 0.625009
0.019000 -1.333333 -1.333333 0.530083
0.020000 -1.333333 -1.333333 0.381907
0.021000 1.333333 1.333333 0.214245
0.022000 1.333333 1.333333 0.057240
0.023000 1.333333 1.333333 -0.066341
0.024000 1.333333 1.333333 -0.161568
0.025000 1.333333 1.333333 -0.211764
0.026000 1.333333 1.333333 -0.243463
0.027000 1.333333 1.333333 -0.276769
0.028000 1.333333 1.333333 -0.280576
0.029000 1.333333 1.333333 -0.254477
0.030000 1.333333 1.333333 -0.252961
0.031000 1.333333 1.333333 -0.241240
0.032000 -1.076966 -1.333333 -0.147876
0.033000 -1.333333 -1.333333 0.052999
0.034000 -1.333333 -1.333333 0.208162
0.035000 -1.333333 -1.333333 0.419252
0.036000 -1.333333 -1.333333 0.576095
0.037000 -1.333333 -1.333333 0.608867
0.038000 -1.333333 -1.333333 0.581442
0.039000 -1.333333 -1.333333 0.474732
0.040000 -1.333333 -1.333333 0.367680
0.041000 1.333333 1.333333 0.242083
0.042000 1.333333 1.333333 0.069322
0.043000 1.333333 1.333333 -0.066200
0.044000 1.333333 1.333333 -0.139368
0.045000 1.333333 1.333333 -0.215892
0.046000 1.333333 1.333333 -0.264449
0.047000 1.333333 1.333333 -0.239997
0.048000 1.333333 1.333333 -0.292352
0.049000 1.333333 1.333333 -0.257064
0.050000 1.333333 1.333333 -0.243522
0.051000 1.333333 1.333333 -0.203974
0.052000 -0.754835 -1.333333 -0.139543
0.053000 -1.333333 -1.333333 0.036055
0.054000 -1.333333 -1.333333 0.208380
0.055000 -1.333333 -1.333333 0.402924
0.056000 -1.333333 -1.333333 0.517213
0.057000 -1.333333 -1.333333 0.617759
0.058000 -1.333333 -1.333333 0.625097
0.059000 -1.333333 -1.333333 0.450331
0.060000 -1.333333 -1.333333 0.354257
0.061000 1.333333 1.333333 0.245738
0.062000 1.333333 1.333333 0.078014
0.063000 1.333333 1.333333 -0.122418
0.064000 1.333333 1.333333 -0.203437
0.065000 1.333333 1.333333 -0.221166
0.066000 1.333333 1.333333 -0.224021
0.067000 1.333333 1.333333 -0.248703
0.068000 1.333333 1.333333 -0.287783
0.069000 1.333333 1.333333 -0.264263
0.070000 1.333333 1.333333 -0.250689
0.071000 1.333333 1.333333 -0.255803
0.072000 -0.326744 -1.262218 -0.181378
0.073000 -1.333333 -1.333333 0.038215
0.074000 -1.333333 -1.333333 0.208570
0.075000 -1.333333 -1.333333 0.366425
0.076000 -1.333333 -1.333333 0.493157
0.077000 -1.333333 -1.333333 0.589653
0.078000 -1.333333 -1.333333 0.609919
0.079000 -1.333333 -1.333333 0.477779
0.080000 -1.333333 -1.333333 0.344090
0.081000 1.333333 1.333333 0.229377
0.082000 1.333333 1.333333 0.062161
0.083000 1.333333 1.333333 -0.142064
0.084000 1.333333 1.333333 -0.243694
0.085000 1.333333 1.333333 -0.210165
0.086000 1.333333 1.333333 -0.251703
